0,cp,section,song,type,song (last.fm),artist (last.fm),listener count (last.fm),play count (last.fm),genre (last.fm)
Peter Paul and Mary,"1,4,1",Verse,Puff The Magic Dragon,3 chord,Puff The Magic Dragon,"Peter, Paul & Mary",13737,77127,"folk, 60s, oldies, fantasy, chill"
Peter Schickele and Diana Lambert and Joan Baez,"1,6,5",Verse,Rejoice In The Sun,3 chord,,,,,
Peter Schilling,"1,5,2",Chorus,Major Tom - Voellig Losgeloest,3 chord,Major Tom - Voellig Losgeloest,Peter Schilling,21,50,
Petter - Daniel Adams-Ray,"1,4,5",Chorus,Hall om mig,3 chord,,,,,
Petula Clark,"1,4,5",Verse,Downtown,3 chord,Downtown,Petula Clark,200324,963383,"60s, oldies, female vocalists, pop, lost"
PewDiePie,"1,6,4",Chorus,Senpai Sucked My Ass,3 chord,SENPAI SUCKED MY ASS,PewDiePie,99,515,"comedy, youtube, gamer, youtuber"
Pezet,"1,4,5",Outro,Nie Musze Wracac ft JIMEK,3 chord,Nie musze wracac ft Jimek,Pezet,1,15,
Phantom Planet,"1,4,1",Intro,California,3 chord,California,Phantom Planet,395455,2445723,"rock, the oc, indie, alternative, California"
Phil Collins,"1,5,4",Chorus,Can't Stop Loving You,3 chord,Can't Stop Loving You,Phil Collins,130513,567125,"pop, Phil Collins, soft rock, Love, rock"
Phil Collins,"4,5,6",Chorus,In The Air Tonight,3 chord,In the Air Tonight,Phil Collins,657177,3481435,"80s, pop, Phil Collins, rock, classic rock"
Phil Collins,"1,4,1",Chorus,You Can't Hurry Love,3 chord,You Can't Hurry Love,Phil Collins,312781,1298215,"80s, pop, Phil Collins, rock, soft rock"
Philip Glass,"1,6,5",Verse,Knee Play 1,3 chord,Knee Play 1,Philip Glass,6735,19844,"minimalism, Classical, opera, ambient, experimental"
Phillip Phillips,"1,5,1",Chorus,Home,3 chord,Home,Phillip Phillips,266931,1738243,"folk, country, indie folk, acoustic, 10s"
Phineas and Ferb,"1,5,6",Chorus,Frenemies,3 chord,Frenemies,Phineas and Ferb,10,49,
Phineas and Ferb,"5,1,4",Chorus,Queen of Mars,3 chord,Queen Of Mars,Phineas and Ferb,238,1410,
Phineas and Ferb,"1,5,1",Verse,Triangulation,3 chord,Triangulation,Phineas and Ferb,4,5,
Phish,"1,5,4",Verse,Heavy Things,3 chord,Heavy Things,Phish,42925,193269,"Jam, rock, jam band, classic rock, heard on Pandora"
Phish,"1,2,4",Chorus Lead-Out,Waste,3 chord,Waste,Phish,41886,195334,"acoustic, Jam, Mellow, chill, rock"
Phoenix,"1,6,4",Intro,1901,3 chord,1901,Phoenix,953194,8826594,"indie, indie pop, french, electronic, dance"
Phoenix,"6,4,5",Chorus,Everything Is Everything,3 chord,Everything Is Everything,Phoenix,356757,1923188,"indie, french, pop, indie pop, rock"
Phoenix,"6,5,1",Chorus,Girlfriend,3 chord,,,,,
Piao Shu,"1,5,6",Intro,Pingfan zhi lu,3 chord,,,,,
Pierce Fulton and Polina,"4,6,5",Chorus,Where We Were,3 chord,Where We Were,Pierce Fulton and Polina,1,1,
Pinback,"1,6,3",Verse,Crutch,3 chord,Crutch,Pinback,49683,248647,"indie, indie pop, indie rock, crutch, chill"
Pinback,"5,2,5",Pre-Chorus,Fortress,3 chord,Fortress,Pinback,192406,1084044,"indie, indie rock, alternative, the oc, pinback"
Pink,"1,4,6",Verse,Just Give Me A Reason,3 chord,Just Give Me A Reason,Pink,29253,286461,"pink, MP3, Pink - Just Give me a Reason, Pink Just give me, pop"
Pink,"1,2,6",Chorus,Just Like Fire,3 chord,Just like fire,Pink,2924,50385,
Pink,"1,5,4",Chorus,Raise Your Glass,3 chord,Raise Your Glass,P!nk,330267,2775187,"pop, pop rock, P!nk, female vocalists, rock"
Pink,"6,4,1",Chorus,So What,3 chord,So What,P!nk,712934,4645572,"pop, pop rock, female vocalists, pink, P!nk"
Pink,"1,5,4",Intro and Verse,Trouble,3 chord,Trouble,P!nk,256807,1139144,"pop, pop rock, rock, pink, female vocalists"
Pink,"1,5,2",Chorus,True Love,3 chord,True Love,Pink,5012,33696,
Pink,"1,5,6",Intro,Try,3 chord,Try,Pink,51692,519281,"P!nk, pink, try, pop, Love"
Pink,"1,5,6",Chorus,U and Ur Hand,3 chord,U And Ur Hand,Pink,24893,148266,"pop, rock, female vocalists, female, Pop-Rock"
Pink,"1,4,5",Chorus,Who Knew,3 chord,Who Knew,P!nk,529163,3498201,"pop, pink, rock, female vocalists, pop rock"
Pink Floyd,"1,5,1",Pre-Chorus,Comfortably Numb,3 chord,Comfortably Numb,Pink Floyd,927537,8646728,"Progressive rock, classic rock, Pink Floyd, Psychedelic Rock, rock"
Pink Floyd,"1,5,4",Verse,Hey You,3 chord,Hey You,Pink Floyd,753153,6057681,"Progressive rock, classic rock, Psychedelic Rock, rock, Pink Floyd"
Pink Floyd,"1,2,4",Chorus,High Hopes,3 chord,High Hopes,Pink Floyd,457786,4429236,"Progressive rock, Psychedelic Rock, classic rock, rock, Pink Floyd"
Pink Floyd,"1,4,1",Verse,In The Flesh,3 chord,In the Flesh,Pink Floyd,421568,2866909,"Progressive rock, rock, classic rock, Psychedelic Rock, Pink Floyd"
Pink Floyd,"1,4,1",Verse,Lost For Words,3 chord,Lost for Words,Pink Floyd,206833,1359116,"Progressive rock, rock, Psychedelic Rock, classic rock, Pink Floyd"
Pink Floyd,"1,4,1",Chorus,One Of My Turns,3 chord,One of My Turns,Pink Floyd,416579,2348181,"Progressive rock, classic rock, rock, Psychedelic Rock, Pink Floyd"
Pink Floyd,"1,6,4",Verse,Pigs Three Different Ones,3 chord,Pigs Three Different Ones,Pink Floyd,385,1800,
Pink Floyd,"1,5,4",Outro,Sheep,3 chord,Sheep,Pink Floyd,362887,2261862,"Progressive rock, classic rock, Pink Floyd, rock, Psychedelic Rock"
Pink Floyd,"5,6,4",Bridge,Shine On You Crazy Diamond,3 chord,Shine on You Crazy Diamond,Pink Floyd,276166,1641025,"Progressive rock, classic rock, Pink Floyd, rock, Psychedelic Rock"
Pink Floyd,"5,4,1",Verse,The Final Cut,3 chord,The Final Cut,Pink Floyd,145548,815285,"Progressive rock, classic rock, rock, Psychedelic Rock, Pink Floyd"
Pink Floyd,"1,5,4",Intro and Verse,The Thin Ice,3 chord,The Thin Ice,Pink Floyd,466352,2678835,"Progressive rock, classic rock, rock, Psychedelic Rock, Pink Floyd"
Pink Floyd,"1,5,6",Verse,Time,3 chord,Time,Pink Floyd,887517,7575276,"Progressive rock, classic rock, Psychedelic Rock, rock, Pink Floyd"
Pink Floyd,"6,4,2",Verse,Welcome to the Machine,3 chord,Welcome to the Machine,Pink Floyd,465709,2996939,"Progressive rock, classic rock, Psychedelic Rock, rock, Pink Floyd"
Pink Floyd,"4,6,4",Verse,What Do You Want From Me,3 chord,What Do You Want From Me,Pink Floyd,302737,1986332,"Progressive rock, classic rock, rock, Psychedelic Rock, Pink Floyd"
Pink Floyd,"1,5,4",Verse,Wish You Were Here,3 chord,Wish You Were Here,Pink Floyd,1114002,11494462,"classic rock, Progressive rock, Pink Floyd, rock, Psychedelic Rock"
Pink Guy,"1,6,3",Chorus,Fuck The Police,3 chord,Fuck The Police,PINK GUY,457,1584,
Pink Guy,"1,4,1",Intro,Kill Yourself,3 chord,Kill Yourself,PINK GUY,9829,67334,"meme, anthem, FAGGOT, Michael, good advice"
Pink and FUN,"6,5,4",Chorus,Just Give Me A Reason,3 chord,Just Give Me A Reason,Pink and Fun,9,27,
PinocchioP,"1,5,6",Chorus,Nice To Meet You Mr Earthling,3 chord,,,,,
Pitbull,"5,1,4",Chorus,Feel This Moment feat Christina Aguilera,3 chord,Feel This Moment feat Christina Aguilera,Pitbull,117,1044,
Pitbull,"6,5,4",Chorus,Hotel Room Service,3 chord,Hotel Room Service,Pitbull,374075,1662662,"dance, Hip-Hop, Pitbull, rap, Reggaeton"
Pitbull,"6,4,2",Verse,Rain Over Me,3 chord,Rain Over Me,Pitbull,109413,489494,"dance, Pitbull, pop, 2011, hip hop"
Pitbull,"1,5,4",Chorus,Timber Ft Kesha,3 chord,Timber Ft Kesha,Pitbull,16,179,
Pitbull,"1,5,4",Chorus Lead-Out,Timber feat Kesha,3 chord,Timber feat Kesha,Pitbull,30,220,
Pitbull feat Kesha,"1,5,4",Intro,Timber,3 chord,Timber,Pitbull,389447,2793849,"pop, dance, party, timber, 2013"
Pixies,"4,5,1",Pre-Chorus and Chorus,Here Comes Your Man,3 chord,Here Comes Your Man,Pixies,732981,5239459,"alternative, rock, alternative rock, indie, pixies"
Pixies,"4,1,6",Intro,Where is my Mind,3 chord,Where Is My Mind?,Pixies,1201410,10888438,"alternative, rock, alternative rock, indie, indie rock"
Pizza Girl,"4,5,3",Chorus,Crazy For You,3 chord,Crazy for You,Pizza Girl,1977,9547,"eurobeat, parapara, drive, Initial D, para para"
Plain White T's,"6,5,4",Chorus,1 2 3 4,3 chord,"1, 2, 3, 4",Plain White T's,167754,947623,"acoustic, pop, Love, indie, rock"
Plain White T's,"1,6,1",Chorus,Hey There Delilah,3 chord,Hey There Delilah,Plain White T's,976788,7348430,"acoustic, indie, Love, rock, emo"
Plain White T's,"1,4,1",Chorus,Rhythm Of Love,3 chord,Rhythm of Love,Plain White T's,143607,938331,"acoustic, indie, happy, alternative rock, Soundtrack"
Planxty,"1,4,5",Verse,Si Bheag Si Mhor,3 chord,Si Bheag Si Mhor,Planxty,220,795,
Plastic Tree,"4,5,1",Chorus,Kuuchuu Buranko,3 chord,Kuuchuu Buranko,Plastic Tree,3427,37103,"J-rock, plastic tree, Love, Masterpiece, indie"
Plastic Tree,"1,5,6",Verse and Pre-Chorus,Mizuiro Girlfriend,3 chord,Mizuiro Girlfriend,Plastic Tree,1878,15522,"absolute love, alternative rock, nostalgic, J-rock, dreaming"
Plumb,"6,4,6",Intro,In My Arms,3 chord,In My Arms,Plumb,21191,175048,"One Tree Hill, female vocalists, rock, easy listening, christian"
Pokemon,"1,4,5",Chorus,Opening Theme,3 chord,Opening Theme,Pokémon,49,267,gameboy
Pokemon,"1,5,1",Instrumental,Route 1 - 1st generation,3 chord,,,,,
Pokemon,"4,5,4",Chorus,Vs Gym Leader,3 chord,Vs Gym Leader,Pokémon,2,26,
Pokemon,"1,5,2",Bridge,What Kind of Pokemon Are You,3 chord,What Kind Of Pokemon Are You,Pokémon,719,5440,
Pokemon Blue and Red,"1,6,5",Chorus,Pallet Town,3 chord,,,,,
Pokemon Mystery Dungeon,"5,2,5",Verse,Barren Valley,3 chord,,,,,
Pokemon Mystery Dungeon,"5,4,5",Intro,Fortune Ravine,3 chord,,,,,
Pokemon Mystery Dungeon,"1,2,5",Chorus,Sky Tower,3 chord,Sky Tower,Pokemon Mystery Dungeon,138,501,
Polly Paulusma,"4,6,5",Chorus,Over The Hill,3 chord,Over the Hill,Polly Paulusma,7023,21015,"folk, itunes uk single of the week, chill, alternative rock, female vocalists"
Pomplamoose,"1,6,4",Verse,Bust Your Knee Caps,3 chord,Bust Your Knee Caps,Pomplamoose,15189,76000,"indie, indie pop, female vocals, Love it, Playlist"
Pomplamoose,"1,4,1",Verse and Pre-Chorus,River Shiver,3 chord,River Shiver,Pomplamoose,6458,23673,indie
Ponderosa Twins Plus One,"4,5,6",Chorus,Bound,3 chord,Bound,Ponderosa Twins Plus One,11969,51928,"soul, 70s, 1971"
Porcupine Tree,"5,2,5",Chorus,Blackest Eyes,3 chord,Blackest Eyes,Porcupine Tree,241739,2259420,"Progressive rock, Progressive metal, rock, Progressive, porcupine tree"
Porcupine Tree,"4,5,6",Chorus,Buying New Soul,3 chord,Buying New Soul,Porcupine Tree,33841,293912,"Progressive rock, rock, atmospheric, british, beautiful"
Porcupine Tree,"1,5,6",Chorus,Normal,3 chord,Normal,Porcupine Tree,55697,516296,"Progressive rock, Progressive metal, rock, steven wilson, Sentimental"
Portal 2 Soundtrack,"6,4,5",Verse,Cara Mia,3 chord,Cara Mia,Portal 2 Soundtrack,5,5,
Porter Robiinson,"1,5,4",Verse,Sea of Voices,3 chord,,,,,
Porter Robinson,"6,5,4",Pre-Chorus,Fresh Static Snow,3 chord,Fresh Static Snow,Porter Robinson,40266,232959,"electronica, cute, vocaloid, sharon stone, dat feel"
Porter Robinson,"6,4,6",Chorus,Lionhearted-ft Urban Cone,3 chord,,,,,
Porter Robinson,"1,4,5",Pre-Chorus,Unison,3 chord,Unison,Porter Robinson,65797,223659,"electro house, electronic, dubstep, electro, epic"
Porter Robinson and Madeon,"4,5,4",Chorus,Shelter,3 chord,Shelter,Porter Robinson and Madeon,85,637,
Porter Robinson-ft Urban Cone,"6,5,2",Pre-Chorus,Lionhearted,3 chord,,,,,
Pr3,"1,5,4",Intro,Overlooked Memories,3 chord,,,,,
Prince,"4,1,4",Chorus,1999,3 chord,1999,Prince,331618,1238103,"80s, funk, pop, prince, rock"
Prince,"1,2,1",Verse,Breakfast Can Wait,3 chord,Breakfast Can Wait,Prince,31808,105377,"funk, fip, jazz, soul, prince"
Procul Harum,"1,6,1",Bridge,Fellow Travellers,3 chord,Fellow Travellers,Procol Harum,2599,4603,
Procul Harum,"1,4,1",Verse,Shine on Brightly,3 chord,Shine On Brightly,Procol Harum,30396,76067,"classic rock, Progressive rock, 60s, psychedelic, rock"
Project 46,"1,5,6",Intro,Forgettable,3 chord,Forgettable,Project 46,3506,16252,
Project 46,"5,6,5",Chorus,Limitless,3 chord,Limitless,Project 46,4985,18974,
Project 46,"1,4,5",Chorus,Reasons,3 chord,Reasons,Project 46,1113,4655,
PrototypeRaptor,"1,5,2",Solo,Drive Hard,3 chord,Drive Hard,PrototypeRaptor,8594,47651,"electronic, electro, dance, electro house, broken beats"
PrototypeRaptor,"1,4,5",Chorus,Mode 7,3 chord,Mode 7,PrototypeRaptor,1444,11396,
PrototypeRaptor,"5,2,4",Pre-Chorus and Chorus,Timeless,3 chord,Timeless,PrototypeRaptor,4424,21853,
Psy,"6,4,2",Intro,Daddy,3 chord,Daddy,Psy,12128,66940,"k-pop, post-nerdcore"
Psy,"6,2,3",Intro and Verse,Gangnam Style,3 chord,강남스타일,Psy,458692,3646964,"k-pop, dance, pop, Korean, psy"
Puffy AmiYumi,"6,2,6",Verse,Teen Titans Theme,3 chord,Teen Titans Theme,PUFFY,23731,108526,"japanese, j-pop, puffy, female vocalists, anime"
Puppet,"1,4,5",Chorus,Answers,3 chord,Answers,Puppet,417,1552,
Push,"6,5,4",Chorus,Strange World,3 chord,Strange World,PUSH,21494,61782,"trance, electronic, dance, classic trance, progressive trance"
Pusha T - Rick Ross,"1,2,16",Intro,Hold On,3 chord,,,,,
Pussycat Dolls,"1,5,4",Instrumental,I Hate This Part,3 chord,I Hate This Part,The Pussycat Dolls,468703,2542757,"pop, The Pussycat Dolls, rnb, female vocalists, pussycat dolls"
Pvris,"6,5,4",Chorus,My House,3 chord,My House,PVRIS,51400,530721,"alternative rock, electronic, rock, alternative, emo"
Pyotr Ilyich Tchaikovsky,"1,5,6",Verse,Russian Dance 'Trepak',3 chord,Russian Dance 'Trepak',Pyotr Ilyich Tchaikovsky,2,15,
Pyotr Ilyich Tchaikovsky,"5,1,5",Chorus,Waltz of the Flowers,3 chord,Waltz of the Flowers,Pyotr Ilyich Tchaikovsky,136788,335074,"Classical, russian, instrumental, ballet, romantic"
Pyramid,"4,5,6",Intro and Verse,Wolf,3 chord,Wolf,Pyramid,10232,46804,"french electro, electronic, 4 Stars, nu disco, synthwave"
QT,"4,6,4",Verse,Hey QT,3 chord,Hey QT,QT,22686,165399,"bubblegum bass, pc music, electronic, pop, synthpop"
QWEQWE,"6,4,1",Intro,QWEQWE,3 chord,qweqwe,qweqwe,2,3,
Quad City DJ's,"6,3,6",Chorus,Space Jam,3 chord,Space Jam,Quad City DJ's,33975,148974,"Soundtrack, Hip-Hop, 90s, space jam, 80's"
Quad City DJ's,"4,5,1",Intro,Space Jam - Grimblee Remix,3 chord,Space Jam - Grimblee Remix,Quad City DJ's,1,1,
Qubicon and Reunify,"4,5,6",Solo,Utopia,3 chord,Utopia,Qubicon and Reunify,1,2,
Queen,"1,4,1",Verse,Another One Bites The Dust,3 chord,Another One Bites the Dust,Queen,1073328,6070837,"classic rock, rock, Queen, 80s, glam rock"
Queen,"1,5,1",Bridge,Bohemian Rhapsody,3 chord,Bohemian Rhapsody,Queen,1390706,9644600,"classic rock, rock, Queen, 70s, 80s"
Queen,"1,5,1",Verse,Crazy Little Thing Called Love,3 chord,,,,,
Queen,"1,5,2",Chorus,Don't Stop Me Now,3 chord,Don't Stop Me Now,Queen,1040455,7383740,"classic rock, rock, Queen, 70s, 80s"
Queen,"1,5,4",Verse,I Want To Break Free,3 chord,I Want to Break Free,Queen,732359,4242695,"classic rock, rock, 80s, Queen, glam rock"
Queen,"1,4,5",Verse,Need Your Loving Tonight,3 chord,Need Your Loving Tonight,Queen,67068,276044,"rock, classic rock, Queen, 80s, hard rock"
Queen,"1,6,2",Chorus,Play The Game,3 chord,Play the Game,Queen,390746,1701185,"rock, classic rock, Queen, 80s, glam rock"
Queen,"1,4,1",Intro,Seven Seas of Rhye,3 chord,Seven Seas of Rhye,Queen,423937,2024027,"rock, classic rock, Queen, 70s, hard rock"
Queen,"5,1,56",Verse,Somebody To Love,3 chord,Somebody to Love,Queen,760847,4440478,"classic rock, rock, Queen, 70s, british"
Queen,"4,5,3",Bridge,The Show Must Go On,3 chord,The Show Must Go On,Queen,669806,4243577,"classic rock, rock, Queen, 80s, hard rock"
Queen,"1,5,4",Intro,Under Pressure,3 chord,Under Pressure,Queen,655960,4341235,"classic rock, rock, Queen, 80s, glam rock"
Queen,"1,4,5",Pre-Chorus and Chorus,Under pressure,3 chord,Under Pressure,Queen,655960,4341235,"classic rock, rock, Queen, 80s, glam rock"
Queen,"1,4,5",Pre-Chorus,Under pressure P2,3 chord,,,,,
Queen,"1,5,6",Verse,You're My Best Friend,3 chord,You're My Best Friend,Queen,659537,3187661,"classic rock, rock, Queen, 70s, british"
Quintet,"4,5,6",Chorus Lead-Out,Super Robot Wars - So Close Yet so Far,3 chord,,,,,
Quinton Barnes,"4,6,5",Verse,Running Back To You,3 chord,Running Back to You,Quinton Barnes,0,0,
Quinton Barnes,"1,5,4",Verse,There's No You,3 chord,There's No You,Quinton Barnes,1,1,
R E M,"6,5,4",Intro,Losing My Religion,3 chord,Losing My Religion,R.E.M.,1228564,8601412,"rock, 90s, alternative, alternative rock, REM"
R3HAB and KSHMR,"6,5,4",Chorus,Strong,3 chord,Strong,R3hab and Kshmr,27,77,
RAM and Alex Morph,"1,2,6",Chorus,Grotesque,3 chord,,,,,
REM,"1,4,1",Intro,Everybody Hurts,3 chord,Everybody Hurts,R.E.M.,712770,3847447,"rock, alternative, 90s, REM, sad"
REM,"4,5,6",Intro,Losing My Religion,3 chord,Losing My Religion,R.E.M.,1228564,8601412,"rock, 90s, alternative, alternative rock, REM"
REM,"1,4,5",Chorus,Stand,3 chord,Stand,R.E.M.,260714,1016541,"rock, 80s, alternative rock, alternative, REM"
REO Speedwagon,"4,6,5",Pre-Chorus,Roll With The Changes,3 chord,Roll with the Changes,REO Speedwagon,84854,290733,"classic rock, rock, 70s, REO Speedwagon, 80s"
RIO,"1,5,6",Chorus,Living in Stereo,3 chord,Living In Stereo,Rio,36,180,
RIO feat Nicco,"1,5,6",Intro,Party Shaker,3 chord,Party Shaker,R.I.O. feat. Nicco,12045,64464,"dance, trance, electronic, pop, eurodance"
RIhanna,"4,6,5",Verse,Who's that chick,3 chord,Who's That Chick,Rihanna,26244,579977,"dance, pop, Rihanna, David Guetta, electronic"
Rachel Platten,"1,5,6",Chorus,Fight Song,3 chord,Fight Song,Rachel Platten,158021,1088595,"pop, american, 2015, fight song, pretty little liars"
Rachel Platten,"1,6,5",Chorus,Stand By You,3 chord,Stand By You,Rachel Platten,50877,336629,"pop, female vocalists, dance, easy listening, american"
Radical Face,"1,5,6",Pre-Outro,Welcome Home,3 chord,Welcome Home,Radical Face,407628,3382776,"indie, folk, beautiful, singer-songwriter, indietronica"
Radiohead,"6,5,1",Chorus,Airbag,3 chord,Airbag,Radiohead,977682,6455795,"alternative, alternative rock, rock, radiohead, british"
Radiohead,"1,4,1",Chorus,Black Star,3 chord,Black Star,Radiohead,585600,3387166,"rock, alternative, alternative rock, radiohead, british"
Radiohead,"4,1,4",Intro,Fake Plastic Trees,3 chord,Fake Plastic Trees,Radiohead,1095176,8793346,"alternative, alternative rock, rock, radiohead, 90s"
Radiohead,"1,4,1",Outro,Karma Police,3 chord,Karma Police,Radiohead,1658695,14669562,"alternative, alternative rock, rock, radiohead, indie"
Radiohead,"1,4,5",Chorus,Let Down,3 chord,Let Down,Radiohead,937213,6876239,"alternative, alternative rock, rock, radiohead, beautiful"
Radiohead,"6,4,1",Verse,Lucky,3 chord,Lucky,Radiohead,898160,6279339,"alternative, alternative rock, rock, radiohead, indie"
Radiohead,"4,1,4",Verse and Pre-Chorus,Motion Picture Soundtrack,3 chord,Motion Picture Soundtrack,Radiohead,561945,3318530,"alternative, beautiful, electronic, radiohead, british"
Radiohead,"1,6,5",Pre-Chorus,Nude,3 chord,Nude,Radiohead,861670,8687383,"alternative, alternative rock, rock, indie, beautiful"
Radiohead,"1,6,1",Intro and Verse,Videotape,3 chord,Videotape,Radiohead,775782,6810392,"alternative, piano, rock, indie, beautiful"
Radiohead,"6,3,4",Intro and Verse,Where I End and You Begin,3 chord,Where I End and You Begin,Radiohead,294236,1766816,"alternative, radiohead, alternative rock, rock, indie"
Radix,"4,5,6",Outro,Yuki Satellites,3 chord,Yuki Satellites,Radix,502,4694,"demoscene, chillout, ambient, ost, chill out"
Rafael Frost,"5,4,5",Chorus,New York,3 chord,New York,Rafael Frost,298,906,
Rafael Frost,"6,4,2",Verse,Slipstream,3 chord,Slipstream,Rafael Frost,1644,5545,progressive trance
Rainbow,"1,5,4",Pre-Chorus,Stone Cold,3 chord,Stone Cold,Rainbow,75657,279313,"classic rock, hard rock, rock, Rainbow, heavy metal"
Ralph Vickers,"6,2,6",Verse,Crucified Dreams - MAP14,3 chord,,,,,
Ralph Vickers,"4,6,1",Verse,Crucified Dreams - MAP34,3 chord,,,,,
Ramin Djawadi,"1,2,6",Chorus Lead-Out,Game Of Thrones Theme,3 chord,Game Of Thrones Theme,Ramin Djawadi,1527,15946,"Soundtrack, Winter is Coming"
Ramin Djawadi,"6,2,6",Intro and Verse,Light of the Seven 'Game of Thrones,3 chord,,,,,
Ramon Tapia,"6,2,3",Chorus,Mini Me,3 chord,Mini Me,Ramon Tapia,177,473,
Rascal Flatts,"1,5,1",Chorus,Bless The Broken Road,3 chord,Bless the Broken Road,Rascal Flatts,194441,876403,"country, rascal flatts, Love, love songs, bless the broken road"
Rasen'nawatashi--My Spiral,"1,5,6",Chorus,NiR-Gerda,3 chord,,,,,
Rasmus Faber,"4,6,5",Chorus,We Go Oh,3 chord,WE GO OH,Rasmus Faber,615,1688,
Ratatat,"1,2,4",Instrumental,Loud Pipes,3 chord,Loud Pipes,Ratatat,433160,3100051,"electronic, instrumental, indie, electronica, indie electronic"
Ratatat,"4,1,6",Bridge,Tropicana,3 chord,Tropicana,Ratatat,193882,1133533,"electronic, instrumental, indie, chill, Ratatat"
Ratboy Genius,"1,2,3",Solo 1,I've Cracked Open The World,3 chord,,,,,
Ratboy Genius,"4,5,1",Intro,Potato Knishes,3 chord,Potato Knishes,Ratboy Genius,126,1090,deep ambient
Ratboy Genius,"6,1,2",Verse,Young Mouthbottom,3 chord,,,,,
Rawnald Gregory Erickson the Second,"6,5,2",Intro,Starfucker,3 chord,Starfucker,Rawnald Gregory Erickson the Second,245,1055,
